Drinkable,0.772138
Drinkable,0.7982638
Drinkable,0.7927398
Drinkable,0.7919027
Drinkable,0.80172
Drinkable,0.812163
Drinkable,0.8018973575
Drinkable,0.8183476
Drinkable,0.835884
Drinkable,0.84657
Drinkable,0.8948376
Drinkable,0.849083759
Drinkable,0.872543
Drinkable,0.8729876
Drinkable,0.883745
Drinkable,0.8435289
Drinkable,0.867133
Drinkable,0.8612352
Drinkable,0.8932487
Drinkable,0.87926835
Drinkable,0.91126
Drinkable,0.9132165
Drinkable,0.893216375
Drinkable,0.898173
Drinkable,0.91321
Drinkable,0.9134
Drinkable,0.90125375
Drinkable,0.925315
Drinkable,0.9683247
Drinkable,0.93736
Drinkable,0.90216
Drinkable,0.91286
Drinkable,0.909218
Drinkable,0.901729
Drinkable,0.90723
Drinkable,0.907213
Drinkable,0.9253
Drinkable,0.9324
Drinkable,0.923
Drinkable,0.924136
Drinkable,0.91216
Drinkable,0.91962
Drinkable,0.9138
Drinkable,0.91653
Drinkable,0.91631527
Drinkable,0.912137
Drinkable,0.92130
Drinkable,0.92239
Drinkable,0.92132
Drinkable,0.92143
Drinkable,0.92234
Drinkable,0.912635
Drinkable,0.92754
Drinkable,0.92668
Drinkable,0.921654
Drinkable,0.92363
Drinkable,0.9236
Drinkable,0.91848
Drinkable,0.928746
Drinkable,0.92237
Drinkable,0.924898
Drinkable,0.94365
Drinkable,0.95634
Drinkable,0.95346
Drinkable,0.9587
Drinkable,0.9565
Drinkable,0.967854
Drinkable,0.968215
Drinkable,0.968125
Drinkable,0.967634
Drinkable,0.95764
Drinkable,0.9543276
Drinkable,0.96756
Drinkable,0.9612876
Drinkable,0.9621798
Drinkable,0.966438
Drinkable,0.962354
Drinkable,0.943
Drinkable,0.95576
Drinkable,0.95325
Drinkable,0.9567
Drinkable,0.96768
Drinkable,0.967364
Drinkable,0.968912
Drinkable,0.9764363
