Placeable,0.224
Placeable,0.26754
Placeable,0.2897
Placeable,0.34
Placeable,0.3783
Placeable,0.3387
Placeable,0.3525
Placeable,0.33476
Placeable,0.332
Placeable,0.3347
Placeable,0.3342798
Placeable,0.33489
Placeable,0.35089
Placeable,0.345087
Placeable,0.34507
Placeable,0.34094
Placeable,0.332182
Placeable,0.4154
Placeable,0.41
Placeable,0.48
Placeable,0.48
Placeable,0.51
Placeable,0.55
Placeable,0.57
Placeable,0.59
Placeable,0.54
Placeable,0.57
Placeable,0.56
Placeable,0.59
Placeable,0.53
Placeable,0.51
Placeable,0.5212
Placeable,0.524
Placeable,0.523
Placeable,0.55
Placeable,0.543
Placeable,0.53
Placeable,0.521
Placeable,0.51
Placeable,0.53
Placeable,0.52
Placeable,0.51
Placeable,0.49
Placeable,0.46
Placeable,0.44
Placeable,0.43
Placeable,0.41
