0.357027,0.0988638,2.19635
0.368068,0.0859629,2.15712
0.372974,0.0544074,2.11937
0.376065,0.021376,2.08743
0.376408,-0.0142563,2.0712
0.374708,-0.0458877,2.06567
0.368423,-0.0768562,2.06672
0.361759,-0.104299,2.06528
0.340117,-0.106694,2.1473
0.326248,-0.116327,2.18238
0.3182,-0.134609,2.17942
0.313506,-0.161889,2.17065
0.304875,-0.184116,2.17406
0.296425,-0.199113,2.18483
0.287491,-0.207449,2.19019
0.280303,-0.211396,2.19471
0.274641,-0.206101,2.19876
0.270278,-0.20243,2.19895
0.267187,-0.20134,2.19821
0.264876,-0.201126,2.19927
0.262848,-0.201206,2.20172
0.261594,-0.200961,2.20505
0.262599,-0.200378,2.20566
0.262389,-0.199833,2.20213
0.262582,-0.200361,2.20508
0.262841,-0.199669,2.20416
0.263124,-0.199239,2.20531
0.26326,-0.200376,2.20548
0.262675,-0.19931,2.20533
0.262956,-0.200067,2.20845
0.262566,-0.199818,2.21134
0.261976,-0.20018,2.20863
0.261589,-0.200936,2.20624
0.261423,-0.200949,2.20682
0.261679,-0.201032,2.20393
0.261546,-0.199876,2.20389
0.261498,-0.20027,2.20205
0.261078,-0.200288,2.20072
0.260034,-0.201804,2.20289
0.260172,-0.20192,2.20605
0.260036,-0.200813,2.20517
0.259674,-0.200126,2.20372
0.260013,-0.19907,2.20526
0.261159,-0.199324,2.20406
0.262419,-0.199643,2.20499
0.262982,-0.200083,2.20423
0.262523,-0.200123,2.20274
0.262313,-0.199807,2.20089
0.26189,-0.199,2.19668

