0.153637,0.023452,2.13155
0.155462,0.024469,2.13356
0.153486,0.0248599,2.13714
0.154384,0.0244422,2.13489
0.154346,0.0242365,2.13363
0.155966,0.0275602,2.14046
0.157265,0.0297502,2.14645
0.157901,0.0310419,2.14833
0.159777,0.0328512,2.16083
0.158588,0.0335404,2.15874
0.159566,0.0346775,2.16726
0.157047,0.0357132,2.16728
0.158152,0.0371502,2.17042
0.158783,0.0380359,2.16982
0.158981,0.0384769,2.17272
0.159288,0.0403872,2.17801
0.159895,0.0417236,2.18334
0.159941,0.0424352,2.18223
0.159435,0.0438089,2.18585
0.159332,0.0446208,2.18924
0.159251,0.044984,2.19122
0.159218,0.0451684,2.19272
